available_capacity_MW,probability
29.015,7.37746838248033e-19
29.113,1.479094599803346e-18
29.3528,4.587067146134933e-17
29.6385,6.9511203639754e-21
29.9325,1.4038003132674916e-16
30.0,7.343767975520787e-14
30.0146,4.071059633382752e-17
30.0489,5.526020325600858e-15
30.2147,5.330983223109396e-15
30.2709,1.238814060457622e-18
30.3533,6.127339474666495e-19
30.4256,5.080485455263553e-15
30.6815,4.808808050142096e-15
30.7215,3.571031721485093e-17
30.91,1.1956431990823881e-16
30.9826,4.49055708117452e-15
31.1571,5.644867253301127e-21
31.3288,4.163377795155475e-15
31.4735,3.114624081006203e-17
31.4738,1.0370382925038296e-18
31.72,3.8353432866144716e-15
31.7366,5.053287466299755e-19
31.9326,1.023255147507733e-16
32.0,2.3952322151070402e-20
32.1564,3.5061701986918307e-15
32.2706,2.7079882886846495e-17
32.6379,3.186054226393242e-15
32.7219,8.670049900880629e-19
33.0003,8.60757120931591e-17
33.1128,2.3593057344588713e-17
33.1644,2.8684369464027764e-15
33.165,4.139600354714077e-19
33.736,2.5698251837827023e-15
34.0001,2.0230091832285767e-17
34.015,7.266619111352705e-19
34.113,7.326117254159601e-17
34.3528,2.2819500701731864e-15
34.6385,3.4580068477352374e-19
34.9325,1.7448522815103913e-17
35.0,7.233425065837834e-14
35.0146,2.0252493630717226e-15
35.0489,5.4429897663938594e-15
35.2147,5.250883170620037e-15
35.2709,6.135981474221301e-17
35.3533,6.035273866316174e-19
35.4256,5.0041492271032475e-15
35.6815,4.7365538784242244e-15
35.7215,1.7764981038701093e-15
35.91,1.4861235918486097e-17
35.9826,4.423084751426923e-15
36.1571,2.8081789113644503e-19
36.3288,4.100821458740956e-15
36.4735,1.5494468281773285e-15
36.4738,5.136564036503576e-17
36.72,3.777715793577015e-15
36.7366,4.977359898278194e-19
36.9326,1.2718540249790568e-17
37.0,1.1915675413537553e-18
37.1564,3.453488656620116e-15
37.2706,1.3471557900779696e-15
37.6379,3.1381825486768763e-15
37.7219,4.29437050082607e-17
38.0003,1.0698772553968074e-17
38.1128,1.1736950244656509e-15
38.1644,2.825337589238552e-15
38.165,4.077401283394514e-19
38.736,2.531212582036525e-15
39.0001,1.0063959825657313e-15
39.015,3.5992358878306366e-17
39.113,9.10599056341516e-18
39.3528,2.247662901606117e-15
39.6385,3.4060489783479457e-19
39.9325,8.680199481251189e-16
40.0,3.581440829509718e-12
40.0146,1.994819220357548e-15
40.0489,2.6949537192321227e-13
40.2147,2.599837173548684e-13
40.2709,7.626712413021416e-18
40.3533,2.989337126339052e-17
40.4256,2.477673328441564e-13
40.6815,2.3451805053566627e-13
40.7215,1.7498055435276954e-15
40.91,7.393089585711518e-16
40.9826,2.189974483313098e-13
41.1571,2.765984954117552e-19
41.3288,2.030414260628455e-13
41.4735,1.5261657996930397e-15
41.4738,6.3844874470473875e-18
41.72,1.870436959290365e-13
41.7366,2.465340772374271e-17
41.9326,6.327152599011976e-16
42.0,1.1736637854024498e-18
42.1564,1.7099043905883515e-13
42.2706,1.3269142614554785e-15
42.6379,1.5537888355776333e-13
42.7219,5.3376837825149456e-18
43.0003,5.322369174575028e-16
43.1128,1.1560598098848471e-15
43.1644,1.3988918537411388e-13
43.165,2.0195814316664154e-17
43.736,1.253263565594745e-13
44.0001,9.912744997820024e-16
44.015,4.4736668678736056e-18
44.113,4.53000035604239e-16
44.3528,1.1128713733144935e-13
44.6385,1.6870532954487986e-17
44.9325,8.549776179400917e-16
45.0,1.7729354015807418e-13
45.0146,9.876824517088921e-14
45.0489,1.3340940369807533e-14
45.2147,1.2870081016977389e-14
45.2709,3.794096831730351e-16
45.3533,3.715593774840911e-18
45.4256,1.2265328304049589e-14
45.6815,1.1609443626109084e-14
45.7215,8.663703515627223e-14
45.91,7.282005600058186e-16
45.9826,1.0841120864073595e-14
46.1571,1.3700225867771172e-17
46.3288,1.0051243323306196e-14
46.4735,7.556409941172039e-14
46.4738,3.1761212804755946e-16
46.72,9.259301100906063e-15
46.7366,3.0642929985998407e-18
46.9326,6.232084722397378e-16
47.0,5.813285039349317e-17
47.1564,8.464610115609359e-15
47.2706,6.569868174455108e-14
47.6379,7.691784855073591e-15
47.7219,2.655362891806678e-16
48.0003,5.242398551444356e-16
48.1128,5.723927139345106e-14
48.1644,6.924991947500901e-15
48.165,2.5102368445388e-18
48.736,6.204082235970954e-15
49.0001,4.908035867459247e-14
49.015,2.2255362953815662e-16
49.113,4.461935376073428e-16
49.3528,5.509092985420464e-15
49.6385,2.096921309799246e-18
49.9325,4.233197581141919e-14
50.0,8.819905911904199e-12
50.0146,4.889365111734858e-15
50.0489,6.636780941545668e-13
50.2147,6.40254030390037e-13
50.2709,3.7370890823804935e-16
50.3533,1.8484140748577258e-16
50.4256,6.101691100751944e-13
50.6815,5.775405036220935e-13
50.7215,4.288828826960622e-15
50.91,3.605494207707811e-14
50.9826,5.39318386419823e-13
51.1571,1.7028682880791736e-18
51.3288,5.000239734068992e-13
51.4735,3.740680729156301e-15
51.4738,3.12839884905322e-16
51.72,4.606268476965896e-13
51.7366,1.5244083856670927e-16
51.9326,3.085653404107317e-14
52.0,7.225617182239573e-18
52.1564,4.2109297797349597e-13
52.2706,3.2523088959715276e-15
52.6379,3.8264687284078224e-13
52.7219,2.6154650534323236e-16
53.0003,2.5956362367501356e-14
53.1128,2.8335392219234165e-15
53.1644,3.445008620347671e-13
53.165,1.2487794403387465e-16
53.736,3.086374243652218e-13
54.0001,2.4296452059038366e-15
54.015,2.1920967652580665e-16
54.113,2.2092103518117002e-14
54.3528,2.740634641736949e-13
54.6385,1.0431653990667967e-16
54.9325,2.0955772301618334e-15
55.0,8.687383467745636e-12
55.0146,2.4323356742721396e-13
55.0489,6.537060781205692e-13
55.2147,6.306339698318921e-13
55.2709,1.8503217080886763e-14
55.3533,1.820640949672046e-16
55.4256,6.0100108689843e-13
55.6815,5.688627376793451e-13
55.7215,2.133584037654653e-13
55.91,1.7848426444377595e-15
55.9826,5.312149223396062e-13
56.1571,8.471339715949425e-17
56.3288,4.925109228420035e-13
56.4735,1.8608942011206856e-13
56.4738,1.5489446931448445e-14
56.72,4.537057539443971e-13
56.7366,1.501503569313922e-16
56.9326,1.5275037108176648e-15
57.0,3.5945620830838277e-16
57.1564,4.1476589566485856e-13
57.2706,1.617941546733311e-13
57.6379,3.7689745789860593e-13
57.7219,1.2949789685052003e-14
58.0003,1.2849284946556287e-15
58.1128,1.4096142088861446e-13
58.1644,3.3932460542754417e-13
58.165,1.230016053824012e-16
58.736,3.040000295625768e-13
59.0001,1.2086871352602423e-13
59.015,1.0853592573191421e-14
59.113,1.0936344976001737e-15
59.3528,2.699455562856028e-13
59.6385,1.0274914418016305e-16
59.9325,1.0424967533885891e-13
60.0,4.300792601372568e-10
60.0146,2.3957889047500807e-13
60.0489,3.236249757699242e-11
60.2147,3.122028539084429e-11
60.2709,9.15972374457139e-16
60.3533,9.014426462821944e-15
60.4256,2.975327424588046e-11
60.6815,2.8162227009909474e-11
60.7215,2.1015261252107045e-13
60.91,8.87914143823835e-14
60.9826,2.6298427095100298e-11
61.1571,8.34405461158795e-17
61.3288,2.4382339526261657e-11
61.4735,1.8329335572865875e-13
61.4738,7.667804697315222e-16
61.72,2.246124344584255e-11
61.7366,7.43430137154892e-15
61.9326,7.598945228057577e-14
62.0,3.54055241929739e-16
62.1564,2.053347940723503e-11
62.2706,1.5936313590260487e-13
62.6379,1.865875731656968e-11
62.7219,6.4105877127661e-16
63.0003,6.392194784019165e-14
63.1128,1.388434218742474e-13
63.1644,1.679866852781107e-11
63.165,6.090102096893002e-15
63.736,1.5049883348812865e-11
64.0001,1.19052615089288e-13
64.015,5.372898624707735e-16
64.113,5.4405554552331885e-14
64.3528,1.3363976110378781e-11
64.6385,5.087354563220227e-15
64.9325,1.0268328427792983e-13
65.0,1.064813980189871e-11
65.0146,1.1860638170578481e-11
65.0489,8.012485848037562e-13
65.2147,7.729690647970111e-13
65.2709,4.556731256769101e-14
65.3533,4.462448651726336e-16
65.4256,7.366479928217361e-13
65.6815,6.972559668155604e-13
65.7215,1.0403855251071089e-11
65.91,8.745728957745021e-14
65.9826,6.511109793792417e-13
66.1571,4.13133993890881e-15
66.3288,6.036714253324767e-13
66.4735,9.07415576997812e-12
66.4738,3.8145392054825735e-14
66.72,5.561078677904231e-13
66.7366,3.680232821113981e-16
66.9326,7.484768183006558e-14
67.0,1.7530117306914208e-14
67.1564,5.083792212576544e-13
67.2706,7.889461750665776e-12
67.6379,4.619638165605258e-13
67.7219,3.189105503573035e-14
68.0003,6.29614962381258e-14
68.1128,6.873608880775809e-12
68.1644,4.1591071123216133e-13
68.165,3.0148083190029474e-16
68.736,3.7261332213342065e-13
69.0001,5.893841431670273e-12
69.015,2.672881386533899e-14
69.113,5.358809038240851e-14
69.3528,3.308726998068525e-13
69.6385,2.518414078269501e-16
69.9325,5.083458223604311e-12
70.0,5.297180659025367e-10
70.0146,2.93652228986234e-13
70.0489,3.986009373897474e-11
70.2147,3.8453259031568483e-11
70.2709,4.4882646348399804e-14
70.3533,2.219955516136587e-14
70.4256,3.664637742067727e-11
70.6815,3.4686723601683184e-11
70.7215,2.575843930645894e-13
70.91,4.329677230748545e-12
70.9826,3.239112700447237e-11
71.1571,2.0451542220951763e-16
71.3288,3.003112898749947e-11
71.4735,2.246629590836264e-13
71.4738,3.757224301684459e-14
71.72,2.7664962109776092e-11
71.7366,1.830822893331956e-14
71.9326,3.705423588584467e-12
72.0,8.678006156406645e-16
72.1564,2.5290582471656037e-11
72.2706,1.9533165039395558e-13
72.6379,2.2981533298591807e-11
72.7219,3.141187979255389e-14
73.0003,3.116983821396184e-12
73.1128,1.7018060411170465e-13
73.1644,2.069050760422621e-11
73.165,1.4997910071807594e-14
73.736,1.8536571833405017e-11
74.0001,1.4592298060273584e-13
74.015,2.6327203261067902e-14
74.113,2.65294220629303e-12
74.3528,1.6460081278270184e-11
74.6385,1.2528474076239692e-14
74.9325,1.258590656633276e-13
75.0,5.217588502930368e-10
75.0146,1.4608456846032345e-11
75.0489,3.9261180655384064e-11
75.2147,3.787548417505356e-11
75.2709,2.2219688363234032e-12
75.3533,2.1865998393459046e-14
75.4256,3.609575164826507e-11
75.6815,3.416554237396247e-11
75.7215,1.2814173089324267e-11
75.91,1.0719653962247493e-13
75.9826,3.190443798958284e-11
76.1571,1.0174125801837118e-14
76.3288,2.957989984129136e-11
76.4735,1.1176414883705654e-11
76.4738,1.8600586170020864e-12
76.72,2.724928552173073e-11
76.7366,1.803314082345851e-14
76.9326,9.174092325193394e-14
77.0,4.3170889212427006e-14
77.1564,2.4910581841625067e-11
77.2706,9.71725634535587e-12
77.6379,2.2636227011465762e-11
77.7219,1.5550825022125731e-12
78.0003,7.717200657360382e-14
78.1128,8.466055305557022e-12
78.1644,2.0379624850375908e-11
78.165,1.477256076311444e-14
78.736,1.8258052784537614e-11
79.0001,7.259299792610847e-12
79.015,1.3033595376608266e-12
79.113,6.568300803426407e-14
79.3528,1.6212762290535774e-11
79.6385,1.2340228983520554e-14
79.9325,6.261170690827155e-12
80.0,2.582871593576272e-08
80.0146,1.4388959220325466e-11
80.0489,1.94355281540705e-09
80.2147,1.8749564499720574e-09
80.2709,5.501273136742961e-14
80.3533,1.0825022800175378e-12
80.4256,1.7868540519959816e-09
80.6815,1.6913025783323597e-09
80.7215,1.262163526016488e-11
80.91,5.332757147885748e-12
80.9826,1.5793707484986179e-09
81.1571,1.0021255688266365e-14
81.3288,1.464298746403504e-09
81.4735,1.1008484995097694e-11
81.4738,4.6052358319356247e-14
81.72,1.3489259545822557e-09
81.7366,8.927521033345828e-13
81.9326,4.563879262785602e-12
82.0,4.2522230166392563e-14
82.1564,1.233152713788264e-09
82.2706,9.571250869303824e-12
82.6379,1.1205649449131941e-09
82.7219,3.850159126892409e-14
83.0003,3.83911244823231e-12
83.1128,8.338849601473527e-12
83.1644,1.0088559893945992e-09
83.165,7.313332060132509e-13
83.736,9.038314513440983e-10
84.0001,7.150226049534056e-12
84.015,3.226929511718692e-14
84.113,3.2675637835227323e-12
84.3528,8.025830927469804e-10
84.6385,6.109177257872427e-13
84.9325,6.167094217503053e-12
85.0,3.2726355896509164e-10
85.0146,7.122990632632881e-10
85.0489,2.462584717678697e-11
85.2147,2.3756694767501207e-11
85.2709,2.7367444644908158e-12
85.3533,2.680118918039014e-14
85.4256,2.264039055839078e-11
85.6815,2.14297026011076e-11
85.7215,6.248109286435922e-10
85.91,5.252630441501273e-12
85.9826,2.0011466824928523e-11
86.1571,4.961141922717838e-13
86.3288,1.8553443397184578e-11
86.4735,5.449548803279384e-10
86.4738,2.2909885325538336e-12
86.72,1.7091608803739645e-11
86.7366,2.210324953059103e-14
86.9326,4.495305239344763e-12
87.0,2.10511362336512e-12
87.1564,1.562470030896993e-11
87.2706,4.738072381797214e-10
87.6379,1.4198153436503175e-11
87.7219,1.915356939388395e-12
88.0003,3.781428322106587e-12
88.1128,4.1279947137751946e-10
88.1644,1.2782741596355537e-11
88.165,1.810675133907785e-14
88.736,1.14520248783215e-11
89.0001,3.5395884019252e-10
89.015,1.6053159439610663e-12
89.113,3.2184673936789396e-12
89.3528,1.0169154361015308e-11
89.6385,1.5125438389111137e-14
89.9325,3.052907001069744e-10
90.0,1.6280535635384612e-08
90.0146,9.025207721158087e-12
90.0489,1.2250737105623823e-09
90.2147,1.181835573029732e-09
90.2709,2.6956238370040515e-12
90.3533,1.3332914819537519e-12
90.4256,1.1263022575765114e-09
90.6815,1.0660735889944944e-09
90.7215,7.916686555256261e-12
90.91,2.6002184632398725e-10
90.9826,9.955199405330607e-10
91.1571,1.228306911458617e-14
91.3288,9.22986956880142e-10
91.4735,6.9048679793090244e-12
91.4738,2.2565655576484567e-12
91.72,8.502643773577552e-10
91.7366,1.0995808478602103e-12
91.9326,2.2253184973550848e-10
92.0,5.211956548037117e-14
92.1564,7.772893840573426e-10
92.2706,6.003389538053609e-12
92.6379,7.063222795432135e-10
92.7219,1.8865779721772804e-12
93.0003,1.8719268088751064e-10
93.1128,5.230388706813821e-12
93.1644,6.359091147681923e-10
93.165,9.007651549995797e-13
93.736,5.697093184417515e-10
94.0001,4.484846635684661e-12
94.015,1.5811954607421592e-12
94.113,1.5932433156267508e-10
94.3528,5.058897497777818e-10
94.6385,7.524523643067913e-13
94.9325,3.868195433502589e-12
95.0,1.6035914389289488e-08
95.0146,4.489812931990261e-10
95.0489,1.2066665116625614e-09
95.2147,1.164078043607559e-09
95.2709,1.334419192248392e-10
95.3533,1.3132582698391172e-12
95.4256,1.109379137361148e-09
95.6815,1.0500554274542724e-09
95.7215,3.9383516449128374e-10
95.91,3.294614995507299e-12
95.9826,9.805618744214975e-10
96.1571,6.110516705993625e-13
96.3288,9.091187264620442e-10
96.4735,3.434997454353228e-10
96.4738,1.1170714353229211e-10
96.72,8.374888313832424e-10
96.7366,1.0830592269989607e-12
96.9326,2.8195968126580787e-12
97.0,2.592816767584121e-12
97.1564,7.656103151395263e-10
97.2706,2.9865346944357607e-10
97.6379,6.957095183886555e-10
97.7219,9.339158599162633e-11
98.0003,2.3718307604537285e-12
98.1128,2.601986301116977e-10
98.1644,6.263543382214213e-10
98.165,8.872308156148146e-13
98.736,5.611492190377535e-10
99.0001,2.231097947550198e-10
99.015,7.827418427399836e-11
99.113,2.0187239623763203e-12
99.3528,4.9828856368975e-10
99.6385,7.411464810664458e-13
99.9325,1.9243295464646723e-10
100.0,7.938017327358286e-07
100.0146,4.4223517833674617e-10
100.0489,5.97317960509815e-08
100.2147,5.762360322106684e-08
100.2709,1.6907800414571234e-12
100.3533,6.50104445433275e-11
100.4256,5.4915925598008675e-08
100.6815,5.1979313280606414e-08
100.7215,3.8791764120755675e-10
100.91,1.6389877629165103e-10
100.9826,4.853927852660259e-08
101.1571,6.018703866147224e-13
101.3288,4.500273590947597e-08
101.4735,3.3833853098614214e-10
101.4738,1.415388881318102e-12
101.72,4.145694903079224e-08
101.7366,5.3614862690018155e-11
101.9326,1.4026782123576808e-10
102.0,2.5538587085381876e-12
102.1564,3.7898855032806616e-08
102.2706,2.9416608736462685e-10
102.6379,3.44386611060096e-08
102.7219,1.183321032490634e-12
103.0003,1.179925908609557e-10
103.1128,2.5628904663387717e-10
103.1644,3.100547601568963e-08
103.165,4.3920735974291046e-11
103.736,2.7777725147562487e-08
104.0001,2.1975748514854834e-10
104.015,9.91775517772818e-13
104.113,1.0042641934043817e-10
104.3528,2.4666028743802514e-08
104.6385,3.668909864299209e-11
104.9325,1.8954157624162683e-10
105.0,4.746152267818422e-09
105.0146,2.1891302380294223e-08
105.0489,3.571372895737666e-10
105.2147,3.445323735499466e-10
105.2709,8.411203741592258e-11
105.3533,8.237168856580175e-13
105.4256,3.2834312910611333e-10
105.6815,3.107850807482363e-10
105.7215,1.9202503098608628e-08
105.91,1.6143613477985763e-10
105.9826,2.902170622169352e-10
106.1571,2.97944907638624e-11
106.3288,2.6907202174862733e-10
106.4735,1.6748263031852863e-08
106.4738,7.041202263122884e-11
106.72,2.478717097041257e-10
106.7366,6.793288067822761e-13
106.9326,1.3816024382024585e-10
107.0,1.2642409627715901e-10
107.1564,2.2659781321180032e-10
107.2706,1.4561661043670997e-08
107.6379,2.0590926268904087e-10
107.7219,5.886723318198357e-11
108.0003,1.1621970726223267e-10
108.1128,1.2686690908942882e-08
108.1644,1.853821983979313e-10
108.165,5.564990688294612e-13
108.736,1.660834283512644e-10
109.0001,1.0878324008083896e-08
109.015,4.9338327525566965e-11
109.113,9.891747415643966e-11
109.3528,1.474785496587374e-10
109.6385,4.648703801996551e-13
109.9325,9.382591350486127e-09
110.0,2.3610909009096697e-07
110.0146,1.308884198068502e-10
110.0489,1.776667829445253e-08
110.2147,1.7139615552863503e-08
110.2709,8.284822203139904e-11
110.3533,4.097783496834078e-11
110.4256,1.6334241523713212e-08
110.6815,1.5460772956414784e-08
110.7215,1.1481204924452043e-10
110.91,7.991329986147656e-09
110.9826,1.443756597392329e-08
111.1571,3.77512033861246e-13
111.3288,1.3385653607191813e-08
111.4735,1.001381116877727e-10
111.4738,6.9354055184587e-11
111.72,1.2330991619119385e-08
111.7366,3.379489266063344e-11
111.9326,6.839138590872398e-09
112.0,1.6018604947109105e-12
112.1564,1.1272668990587035e-08
112.2706,8.706438615021542e-11
112.6379,1.0243465845894206e-08
112.7219,5.798273059204105e-11
113.0003,5.7530492345624625e-09
113.1128,7.58539120607199e-11
113.1644,9.222296233432442e-09
113.165,2.7684423373586836e-11
113.736,8.262231157878558e-09
114.0001,6.504165968885975e-11
114.015,4.8597000370868075e-11
114.113,4.89656283246798e-09
114.3528,7.336685424942239e-09
114.6385,2.312612749983133e-11
114.9325,5.609865206850449e-11
115.0,2.3256146112310263e-07
115.0146,6.511368359078154e-09
115.0489,1.749972718911456e-08
115.2147,1.6882086303947377e-08
115.2709,4.101110831979261e-09
115.3533,4.0362127397242855e-11
115.4256,1.6088813326199547e-08
115.6815,1.5228468956663574e-08
115.7215,5.711609520497607e-09
115.91,4.778027985139488e-11
115.9826,1.4220636048629821e-08
116.1571,1.878027037138017e-11
116.3288,1.3184529065682735e-08
116.4735,4.981618182447279e-09
116.4738,3.4331294019973078e-09
116.72,1.2145713775502158e-08
116.7366,3.328711153233152e-11
116.9326,4.0891310505359954e-11
117.0,7.968851450960844e-11
117.1564,1.1103292847378213e-08
117.2706,4.331233351412231e-09
117.6379,1.0089553871763002e-08
117.7219,2.870231836823635e-09
118.0003,3.4397566225238414e-11
118.1128,3.773540574737833e-09
118.1644,9.083727721498632e-09
118.165,2.7268454372643592e-11
118.736,8.138087989211953e-09
119.0001,3.2356583229053966e-09
119.015,2.4056241610970596e-09
119.113,2.9276621394787685e-11
119.3528,7.226448933278131e-09
119.6385,2.2778648629783096e-11
119.9325,2.7907662771452995e-09
120.0,1.1511972417459772e-05
120.0146,6.413532570535658e-09
120.0489,8.662500473692844e-07
120.2147,8.356763452623117e-07
120.2709,2.4520602151734914e-11
120.3533,1.9979856394241595e-09
120.4256,7.96408718565921e-07
120.6815,7.538210060370067e-07
120.7215,5.6257904129815e-09
120.91,2.3769482653345435e-09
120.9826,7.039324966396934e-07
121.1571,1.849808965920105e-11
121.3288,6.526443986391799e-07
121.4735,4.906767472700862e-09
121.4738,2.0526731329807013e-11
121.72,6.012222373333387e-07
121.7366,1.6477617783856416e-09
121.9326,2.034239436756543e-09
122.0,7.849116424083461e-11
122.1564,5.496215941571528e-07
122.2706,4.266154921360554e-09
122.6379,4.99440729840993e-07
122.7219,1.7161158485450948e-11
123.0003,1.7111920571646383e-09
123.1128,3.716841690975274e-09
123.1644,4.496515565072653e-07
123.165,1.3498292522994344e-09
123.736,4.0284165747083004e-07
124.0001,3.187041324754127e-09
124.015,1.438326233977779e-11
124.113,1.4564379835285793e-09
124.3528,3.5771481824343976e-07
124.6385,1.1275771566714874e-09
124.9325,2.7488339513567196e-09
125.0,3.5658189506541675e-08
125.0146,3.174748287782918e-07
125.0489,2.6831986065477892e-09
125.2147,2.588496949515193e-09
125.2709,1.2198380363363078e-09
125.3533,1.1945985606430267e-11
125.4256,2.466865970614619e-09
125.6815,2.334951067682526e-09
125.7215,2.7848098196446623e-07
125.91,2.3412337127183487e-09
125.9826,2.1804220384442133e-09
126.1571,9.156830890531533e-10
126.3288,2.0215578011429964e-09
126.4735,2.428887896207397e-07
126.4738,1.021153048477773e-09
126.72,1.8622783044427912e-09
126.7366,9.851991975825209e-12
126.9326,2.003674214762637e-09
127.0,3.8854299584214525e-09
127.1564,1.7024459623981526e-09
127.2706,2.1117797224930746e-07
127.6379,1.5470113674825303e-09
127.7219,8.537242983923831e-10
128.0003,1.685480745036682e-09
128.1128,1.8398654196587913e-07
128.1644,1.3927900304494912e-09
128.165,8.070649008145513e-12
128.736,1.2477969580119873e-09
129.0001,1.5776101356902453e-07
129.015,7.155309800344001e-10
129.113,1.4345544483445963e-09
129.3528,1.108017142125615e-09
129.6385,6.7418004503872995e-12
129.9325,1.3606940924508988e-07
130.0,1.7739048820173508e-06
130.0146,9.833742818010672e-10
130.0489,1.3348235492169556e-07
130.2147,1.2877118662992246e-07
130.2709,1.2015095054350107e-09
130.3533,5.942826172895866e-10
130.4256,1.2272035257855554e-07
130.6815,1.1615791927612563e-07
130.7215,8.625913326369772e-10
130.91,1.1589288179340191e-07
130.9826,1.084704902963409e-07
131.1571,5.474882694869235e-12
131.3288,1.0056739566292178e-07
131.4735,7.523449653314923e-10
131.4738,1.0058098351605434e-09
131.72,9.264364292303783e-08
131.7366,4.901117220296884e-10
131.9326,9.918342524393199e-08
132.0,2.323104302765309e-11
132.1564,8.469238752334243e-08
132.2706,6.541211080954467e-10
132.6379,7.695990893789356e-08
132.7219,8.408967657870963e-10
133.0003,8.343260208857674e-08
133.1128,5.69895995417983e-10
133.1644,6.928778686832064e-08
133.165,4.0149440772845107e-10
133.736,6.207474765867713e-08
134.0001,4.886627516633404e-10
134.015,7.047798546491115e-10
134.113,7.101155608901814e-08
