available_capacity_MW,probability
98.816,5.079615742567932e-10
98.8186,2.1850526762479781e-10
98.9167,5.224592155811579e-12
99.2012,9.149646393549778e-10
99.4507,2.191279694318017e-12
99.7449,4.5120921127868814e-10
99.8562,8.475597276527918e-10
100.0,4.2558982982140253e-07
100.0073,5.730199711962833e-08
100.0737,4.438775034688688e-12
100.1582,1.842150091867141e-10
100.1604,5.998474434184187e-08
100.3591,6.18919707890202e-08
100.5569,7.69459534297079e-10
100.6035,6.259147649455051e-08
100.7194,3.9381267488755843e-10
100.8935,6.247386196942678e-08
100.9728,1.847680888829619e-12
101.2291,6.163585847791961e-08
101.2764,3.861999456436149e-12
101.3032,7.019364986258591e-10
101.5434,1.5549120994973747e-10
101.6104,6.009116543914854e-08
101.7395,3.4508506793763174e-10
102.0,8.491799049927466e-12
102.0373,5.791379312957642e-08
102.0952,6.308596189719422e-10
102.5098,5.5317753206424394e-08
102.5247,3.2562266822863293e-12
102.8053,2.985743769357121e-10
102.9328,5.646156971368479e-10
102.9742,1.3057260743226989e-10
103.0279,5.2242901878436044e-08
103.5917,4.8817211768117916e-08
103.816,5.003292582171986e-10
103.8186,2.7685778771719456e-12
103.9167,2.5991026633709127e-10
104.2012,4.529211733613992e-08
104.4507,1.0847528648255373e-10
104.7449,4.444296210990691e-10
104.8562,4.195547345009885e-08
105.0,2.5446078695314698e-09
105.0073,3.4260948592607357e-10
105.0737,2.2081784894789686e-10
105.1582,2.334102077361007e-12
105.1604,3.5864967113555797e-10
105.3591,3.70053006192942e-10
105.5569,3.808939713491375e-08
105.6035,3.742353611233255e-10
105.7194,3.878954895186894e-10
105.8935,3.7353214214291273e-10
105.9728,9.146605714635198e-11
106.2291,3.6852170690746824e-10
106.2764,1.9212472043381858e-10
106.3032,3.474690593583393e-08
106.5434,1.9701562742219486e-12
106.6104,3.592859644459606e-10
106.7395,3.399000334143048e-10
107.0,4.203709535946963e-10
107.0373,3.462674232929396e-10
107.0952,3.1228494147328794e-08
107.5098,3.307456623033909e-10
107.5247,1.6198905464909267e-10
107.8053,2.940881832518049e-10
107.9328,2.7949320995155052e-08
107.9742,1.6544243359953367e-12
108.0279,3.123610808623309e-10
108.5917,2.918788291671959e-10
108.816,2.4767046173339e-08
108.8186,1.3772975803102863e-10
108.9167,2.5600501563476734e-10
109.2012,2.7080223756674104e-10
109.4507,1.3744395347538253e-12
109.7449,2.199993057727967e-08
109.8562,2.5085239455990237e-10
110.0,1.265878157317423e-07
110.0073,1.704395674935265e-08
110.0737,2.1749997669974567e-10
110.1582,1.1611568415154506e-10
110.1604,1.7841915458006293e-08
110.3591,1.8409202580810503e-08
110.5569,2.2773706725060652e-10
110.6035,1.861726417709473e-08
110.7194,1.9201406556897377e-08
110.8935,1.85822808086247e-08
110.9728,1.1589235585952357e-12
111.2291,1.8333024308275567e-08
111.2764,1.8923797336537128e-10
111.3032,2.0775226307286706e-10
111.5434,9.801029950043533e-11
111.6104,1.7873569443397535e-08
111.7395,1.682555973617891e-08
112.0,5.326323410776526e-12
112.0373,1.7225929896138665e-08
112.0952,1.8671562709629886e-10
112.5098,1.645376148327475e-08
112.5247,1.5955510743203012e-10
112.8053,1.4557804673635335e-08
112.9328,1.6710940245488948e-10
112.9742,8.230343287653571e-11
113.0279,1.5539174982292724e-08
113.5917,1.4520234683317574e-08
113.816,1.4808253435984329e-10
113.8186,1.3566031598142532e-10
113.9167,1.2672630949917741e-08
114.2012,1.3471727474911106e-08
114.4507,6.837489604709689e-11
114.7449,1.3153790939878475e-10
114.8562,1.2479273163712316e-08
115.0,1.24685785607042e-07
115.0073,1.6787864810377604e-08
115.0737,1.0766573965347184e-08
115.1582,1.1437100179068931e-10
115.1604,1.7573833885642336e-08
115.3591,1.8132597303454157e-08
115.5569,1.1329344002113507e-08
115.6035,1.8337532695042948e-08
115.7194,1.1480549300545596e-10
115.8935,1.8303074965002722e-08
115.9728,5.765352046547006e-11
116.2291,1.805756363846594e-08
116.2764,9.367562554286255e-09
116.3032,1.0335150460948184e-08
116.5434,9.653765743687546e-11
116.6104,1.7605012257852064e-08
116.7395,1.0060026982298811e-10
117.0,2.6497113937448884e-10
117.0373,1.696710374135404e-08
117.0952,9.28863094393204e-09
117.5098,1.620653745286615e-08
117.5247,7.898216320672724e-09
117.8053,8.704132885689454e-11
117.9328,8.31327077869021e-09
117.9742,8.106679246377148e-11
118.0279,1.530569296225421e-08
118.5917,1.4302062629192597e-08
118.816,7.366732138608365e-09
118.8186,6.715388425961584e-09
118.9167,7.576984735833808e-11
119.2012,1.3269309640770307e-08
119.4507,6.734753720293743e-11
119.7449,6.543678826151665e-09
119.8562,1.2291767333435213e-08
120.0,6.17204294222152e-06
120.0073,8.310123083669942e-07
120.0737,6.437350453513429e-11
120.1582,5.661535550278299e-09
120.1604,8.699183862344468e-07
120.3591,8.975776081135624e-07
120.5569,1.1159116295279717e-08
120.6035,9.077220686958885e-07
120.7194,5.71128336416031e-09
120.8935,9.060163843753836e-07
120.9728,5.678725437116653e-11
121.2291,8.938633835917787e-07
121.2764,5.6008794674365564e-11
121.3032,1.0179860890570485e-08
121.5434,4.778758347502313e-09
121.6104,8.714617398028598e-07
121.7395,5.0046093826082476e-09
122.0,2.6098984712804975e-10
122.0373,8.398847742500816e-07
122.0952,9.149065727718643e-09
122.5098,8.022361539995937e-07
122.5247,4.7223551872185733e-11
122.8053,4.330086309295007e-09
122.9328,8.188360720289583e-09
122.9742,4.012927405502871e-09
123.0279,7.576436541147749e-07
123.5917,7.07963175432989e-07
123.816,7.256044183632319e-09
123.8186,4.015140644416558e-11
123.9167,3.76935856807894e-09
124.2012,6.568411027587325e-07
124.4507,3.333803762564931e-09
124.7449,6.4453575605404505e-09
124.8562,6.084520015525582e-07
125.0,1.9117825242740776e-08
125.0073,2.574050154001116e-09
125.0737,3.2024192912680436e-09
125.1582,3.3850404557167017e-11
125.1604,2.6945612399597473e-09
125.3591,2.7802353312104473e-09
125.5569,5.523848980570601e-07
125.6035,2.811657670038987e-09
125.7194,5.625469157267341e-09
125.8935,2.806374334348689e-09
125.9728,2.811053976893895e-09
126.2291,2.7687305675552864e-09
126.2764,2.786296098699499e-09
126.3032,5.039109972042708e-07
126.5434,2.857226664167826e-11
126.6104,2.6993417581908893e-09
126.7395,4.929413221326417e-09
127.0,1.2919387560155482e-08
127.0373,2.6015325052765258e-09
127.0952,4.5288583841186005e-07
127.5098,2.484916378441855e-09
127.5247,2.3492524542476236e-09
127.8053,4.265025113987832e-09
127.9328,4.0533019658956946e-07
127.9742,2.399335214421421e-11
128.0279,2.3467916719361578e-09
128.5917,2.1929070152179026e-09
128.816,3.591798060540594e-07
128.8186,1.9974310781567224e-09
128.9167,3.712722520558565e-09
129.2012,2.0345570392727657e-09
129.4507,1.9932861866685834e-11
129.7449,3.190501904282909e-07
129.8562,1.8846724080132226e-09
130.0,9.51063528489882e-07
130.0073,1.28052495034904e-07
130.0737,3.154301722221579e-09
130.1582,1.68397214589947e-09
130.1604,1.3404761724042178e-07
130.3591,1.3830968693142882e-07
130.5569,1.711005261409121e-09
130.6035,1.398728689388082e-07
130.7194,2.784650795578401e-07
130.8935,1.3961003632997263e-07
130.9728,1.6807333188116096e-11
131.2291,1.3773735399201804e-07
131.2764,2.7444309390439122e-09
131.3032,1.5608579643127056e-09
131.5434,1.4213981132350045e-09
131.6104,1.3428543595040536e-07
131.7395,2.4400977171420933e-07
132.0,7.724520877036563e-11
132.0373,1.2941967261097866e-07
132.0952,1.4028081778954234e-09
132.5098,1.2361831478612256e-07
132.5247,2.3139540417371004e-09
